93,93,93,93,93,93,93,93,93,353,335,334,335,334,335,334,335,334,335,334,335,334,357,356,356,356,356,356,356,356,356,356,357,356,356,356,356,356,356,356,357,356,356,356,357,356,335,334,335,334,335,334,335,368,93,93,93,93,93,353,335,334,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,335,334,335,334,335,334,335,334,335,334,335,334,335,342,343,342,343,342,343,342,343,368
93,93,93,334,335,334,335,334,335,334,357,356,357,356,357,356,357,356,357,356,357,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,356,357,356,357,356,357,368,335,334,335,334,335,334,357,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,356,357,356,357,356,357,356,357,356,357,356,357,364,365,364,365,364,365,364,365,335
93,93,334,356,357,356,357,356,357,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,356,357,356,357,356,357,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357
93,335,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
335,357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,225,224,225,224,225,224,225,225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,224,225,224,225,224,225,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,225,224,246,247,246,247,246,247,246,247,247,225,224,225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,246,247,246,247,246,247,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,-1,-1,-1,-1,-1,232,232,232,232,232,232,232,232,232,232,232,233,74,-1,-1,-1,-1,68,224,225,225,246,247,246,93,93,93,93,93,93,93,93,93,247,246,247,225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,221,254,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,-1,-1,-1,-1,79,102,254,254,254,254,254,254,254,254,254,254,255,74,-1,-1,-1,-1,90,246,247,247,167,93,93,93,93,93,93,93,93,93,93,93,93,93,93,247,224,225,96,-1,-1,-1,233,233,233,233,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,221,255,232,233,-1,-1,-1,-1,-1,232,233,232,233,232,233,-1,-1,-1,-1,232,233,232,233,232,233,232,233
357,-1,-1,-1,101,102,236,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,68,69,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,246,247,96,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,221,254,255,-1,-1,-1,-1,-1,254,255,254,255,254,255,-1,-1,-1,-1,254,255,254,255,254,255,254,255
357,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,90,91,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,246,96,-1,-1,-1,334,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,221,247,247,247,247,247,236,93,93,93,93,221,247,247,247,247,236,93,93,93,93,93,93,93
357,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,90,91,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,246,96,-1,-1,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
357,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,68,69,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,246,96,-1,-1,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
357,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,90,91,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,246,96,-1,-1,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
357,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,68,69,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,246,96,-1,-1,-1,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
357,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,73,74,-1,-1,-1,-1,90,91,93,93,93,93,93,93,93,93,93,335,335,93,93,93,93,93,93,93,93,246,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
